,S1,S2,S3,S4
194,0.0276766147,0.9989132167,0.9999217732,0.7837631252
195,0.6317761856,0.9999961551,0.9575710733,0.6920286656
196,0.941080086,0.0004724413,0.9870624959,0.6728631908
197,0.93330248,0.9989286741,8.16222345305152E-05,0.003695551
198,0.0024532409,0.9999999631,0.9999617202,0.1758297247
199,0.1699395693,0.9423929552,0.9999999999,0.0189413407
200,0.2087348282,0.0003271625,0.9999288039,0.9153424537
201,0.7940773736,1.80331617912805E-06,0.9999609619,0.0042923058
202,0.7957601027,0.9363296563,0.0756800875,0.9376268233
203,0.0166789941,0.0003274615,0.0343870087,0.8376956273
204,0.9469289534,0.9988505523,0.9811666856,0.9322495045
205,0.8812554557,0.0448998321,0.0347435962,0.9993493277
206,0.9994192978,0.998535061,0.9777216041,0.6867114593
207,0.0211671272,0.0432651009,0.9999324487,0.798514043
208,0.4522665295,0.963754632,0.9772688478,0.8377447256
209,0.7254766263,0.9674370372,0.9999999999,0.0042681174
210,0.785793535,0.9690542012,0.999928438,0.2247695816
211,0.1260458336,0.0389246924,0.9999604693,0.0037288063
212,0.9607355769,0.1411019751,0.0329372596,0.9406220765
213,0.0034752076,0.9382375432,0.9999615256,0.9625599194
214,0.9645927533,0.9750261894,0.9879174856,0.0219863101
215,0.9947329071,0.8396232096,0.9916888758,0.7710560669
216,0.9669959736,4.69556347416466E-06,0.9999607909,0.9456048161
217,0.0200680467,2.7322906453127E-06,0.9999611933,0.9643155772
218,0.2227851988,0.2032408704,1.01648283444486E-07,0.9993514266
219,0.8712283069,0.0002420577,0.9861455624,0.0202363304
220,0.0309686316,0.1093756611,8.63814734814281E-08,0.179658686
221,0.9229562929,0.9541093351,0.030645359,0.7618028275
222,0.1606455039,0.9987999036,8.83409642452672E-08,0.0194984431
223,0.7194304629,0.9988073072,0.9897581751,0.75223218
224,0.7839464479,0.8765272053,0.9750453096,0.4568059983
225,0.7432085562,0.9996892092,0.9999999375,0.9478537093
226,0.9332787452,0.9982445067,5.28846241368946E-05,0.7776293768
227,0.8125982694,0.1424552716,0.9768826848,0.7513433682
228,0.1190684301,0.0386496016,1.13646592234547E-07,0.2275383568
229,0.8127169584,0.0005026449,0.9794889468,0.7482811392
230,0.1460670044,0.9432693968,0.9545872796,0.9067412433
231,0.7932338546,4.82923188724583E-06,0.9999999999,0.9376474103
232,0.8840225597,0.0002745229,0.9559138305,0.1944442845
233,0.7880075442,0.9999999551,0.9999999999,0.0036653423
234,0.8124421493,0.0410706776,0.999924797,0.0358304465
235,0.9402059599,0.9265520619,0.9744332723,0.7575898388
236,0.7882016607,0.9993353797,8.81467316567987E-08,0.8083823149
237,0.020766105,0.0002915975,4.54016128907299E-05,0.046915586
238,0.0022263791,0.9992258503,0.9772900681,0.9023620557
239,0.9537906771,0.9373854084,0.9808165335,0.1872305589
240,0.9529504094,0.8349330942,0.9802462007,0.4322744983
241,0.1369709081,2.44350876481969E-06,0.0636445838,0.9944390584
242,0.9488821456,0.0284943359,8.72816142062821E-08,0.6281227886
243,0.1506889759,0.799093692,6.07695476676195E-05,0.2264133819
244,0.9624225633,0.8438454992,0.00005639,0.7483131425
245,0.166361901,0.8247974534,0.9999242749,0.6299754688
246,0.7386206563,5.94255138015093E-06,1.21915865119173E-07,0.6551971647
247,0.999630115,0.9999999693,0.9999275604,0.2644359986
248,0.1576113472,3.74983465953937E-06,0.9999999999,0.1729703928
249,0.9604542209,0.9378135414,5.36102159124145E-05,0.1959222254
250,0.9129094373,2.59038919437177E-06,0.9998266972,0.6513637929
251,0.944986546,0.9578024362,1.16807503360803E-07,0.8313225162
252,0.9385396174,0.9390976163,0.9999255096,0.9577489258
253,0.8853585193,0.0005341663,0.0644516392,0.9943953428
254,0.0035369675,2.393666848618E-06,0.0324174426,0.0015451708
255,0.7961531333,3.9276046022426E-06,0.9999295791,0.7249968404
256,0.6305547762,0.0004897031,0.9998993252,0.00320356
257,0.8708012241,0.9984232454,0.9999999399,0.9183150932
258,0.902909062,0.0008071625,0.9850278777,0.7596885481
259,0.9437841828,0.0462927119,0.9550972434,0.8306764108
260,0.9693951476,0.8885640542,0.9999999999,0.23911806
261,0.0035770464,0.8711987151,0.9999999421,0.8140861886
262,0.5630304058,0.0674223762,0.0332351434,0.9937900266
263,0.7257009253,0.0352568593,0.0001035959,0.9042713638
264,0.4513053356,0.9989083123,0.9999633851,0.9586290882
265,0.5466127173,0.8177208785,0.9527509476,0.1885963203
266,0.0018712742,0.9996920996,0.9772891891,0.7240285488
267,0.002274853,0.9459510336,0.9999248554,0.0372756605
268,0.0037290074,0.9984404999,0.0646841789,0.7532314876
269,0.9505265069,0.8721768436,0.9999999999,0.0010707959
270,0.9155119443,0.0668782394,5.38522034676792E-05,0.804903869
271,0.0039015555,0.9995190012,5.48037124540838E-05,0.0031361365
272,0.5471818785,0.2115138424,0.9551974373,0.8247666335
273,0.7941559536,0.0356936304,0.9999615821,0.0022133335
274,0.9951520043,0.836970753,0.00000009,0.821308966
275,0.9994997136,0.0389853607,0.9999562545,0.8707986627
276,0.0010597793,0.0003151203,0.9999632954,0.7341049515
277,0.7890219075,0.0372125637,8.65944904506068E-08,0.9471333925
278,0.9512957515,0.8488813688,0.9999606956,0.9993145694
279,0.99711646,0.9985783056,0.9999132473,0.6570281385
280,0.4046209231,0.839632663,0.0343084668,0.7652535352
281,0.7123386043,0.0350035145,0.9551721051,0.959107948
282,0.995469731,0.0439648594,0.9999999999,0.0324267083
283,0.0310399034,0.0004303009,0.9999999299,0.6574381357
284,0.0038177846,0.999999981,0.9999131008,0.9653630799
285,0.0787092404,0.0397495737,0.9999999999,0.9679296432
286,0.7958927188,3.89826148597349E-06,0.9806681978,0.9254253745
287,0.6427029327,0.0369717083,0.9913306618,0.994530115
288,0.0023121937,3.00713457866459E-06,0.0321566064,0.7796575086
289,0.0299848965,0.9449590558,0.9999999251,0.9389434353
290,0.8786138238,0.9984589257,9.86880470155754E-08,0.028945399
291,0.775028489,2.31862979597128E-06,0.9999590204,0.9599895918
292,0.7017830901,0.0437411465,0.9999274385,0.00362333
293,0.0010644922,0.05385623,8.68629383059992E-08,0.7747138704
294,0.9348631669,0.9990248364,7.6487716622755E-08,0.0231161419
295,0.0092940449,0.0380726531,0.9572056806,0.9435623218
296,0.8518040616,0.9439095911,0.9558824773,0.7678675051
297,0.1600431418,0.9999999717,0.0346754048,0.0324656315
298,0.8431680491,0.9994713143,0.9793628521,0.9600235972
299,0.9405243232,0.9991746191,0.0620878198,0.7518923846
300,0.9738459585,0.0354618142,0.9771820489,0.0028634886
301,0.0100306577,0.9387867439,1.51995300901021E-05,0.7774792723
302,0.0318889193,0.9981647943,0.0589386929,0.8389075244
303,0.7915950031,0.9986951381,0.9999295454,0.0193219062
304,0.7404724477,0.7910391939,5.61965823885461E-05,0.7215840658
305,0.7883059877,0.0003124215,5.68608432285979E-05,0.1586774359
306,0.2262492315,0.0002592075,0.999909946,0.8770359396
307,0.8838527909,0.9999999673,0.9999999285,0.1875933215
308,0.0022118611,0.946060178,0.9999999287,0.791046984
309,0.9995043938,0.941873886,0.00005257,0.0039450334
310,0.87222541,0.000519601,0.9999999999,0.7537970532
311,0.1437207702,0.0003749462,0.9999999417,0.7707548963
312,0.9189076939,0.2083419547,0.0352118986,0.0031702762
313,0.9994343773,0.0428674623,5.41900667285595E-08,0.0038311712
314,0.9408270927,0.9467971333,9.46852215921627E-08,0.003578609
315,0.8991583091,0.9990174812,0.9999999387,0.7753063453
316,0.8876114335,0.9993179327,0.0645762911,0.0341841513
317,0.0018675419,0.8290006626,0.000054245,0.9127953058
318,0.8117510436,0.0449581125,5.69752055475953E-05,0.1457755429
319,0.0097902461,0.9552979758,0.0342064762,0.7724017877
320,0.9994390521,0.9067264428,0.9999999999,0.6867048981
321,0.9994116934,0.8810770437,0.9999528782,0.6338255556
322,0.2287970837,0.9575954425,0.000000194,0.7588387693
323,0.0031897126,0.8415910285,0.9920016574,0.0208871794
324,0.8515713006,0.9387136398,0.9457232984,0.0028480773
325,0.999445658,0.9999961909,9.06529170705037E-08,0.8296289219
326,0.805033599,0.886343613,0.9851632752,0.9533250667
327,0.0022801713,0.0002874998,0.00000009,0.8267943141
328,0.9336957463,0.9491619387,0.9775638831,0.7747092411
329,0.7919261814,0.9992005651,0.9999606291,0.1565073118
330,0.8633683581,0.9986521571,8.15074961308287E-08,0.0030197535
331,0.7383914881,2.45963589331441E-06,0.9697227272,0.0226065966
332,0.1820722091,2.42805366940931E-06,0.97949575,0.9590117243
333,0.9617853285,0.9984223185,0.034944786,0.6727220286
334,0.0312707928,0.938842799,0.9492559745,0.143259242
335,0.2083012387,3.79716379818973E-06,0.9788452062,0.2331417153
336,0.0031576726,2.78008497896734E-06,0.9999296068,0.7570552087
337,0.0010826474,0.0003128425,7.20691707741641E-05,0.7828120633
338,0.4505741191,0.0004162882,0.9912070019,0.2368476715
339,0.9098340804,0.030892653,0.9751976509,0.0021592018
340,0.7938696209,0.0544748256,0.0618304943,0.2297714317
341,0.0202381318,0.9999999704,0.0645731607,0.0010113731
342,0.0039110734,2.58289660673016E-06,0.9999999415,0.8484297859
343,0.7936352871,0.9987207187,0.9999296004,0.9617821253
344,0.2163860827,0.0003143289,0.0340152361,0.6525619121
345,0.7157869343,3.23481958685682E-06,8.93103002610298E-08,0.8921437107
346,0.6999407285,0.9984203344,1.42168536353514E-07,0.1851574876
347,0.8638283375,0.9984778643,0.0367873862,0.0010196244
348,0.9995068585,0.966978605,0.9999625341,0.0011510852
349,0.9678667999,0.893011314,0.9999999343,0.7620115455
350,0.034031021,0.0361094725,0.0652225344,0.0231630394
351,0.9960839434,2.27578701314517E-06,0.9746979658,0.1135460598
352,0.8522168409,0.9683819071,0.9999617038,0.2289087047
353,0.8120930617,0.8537369518,0.9999999338,0.7547232361
354,0.4065119915,0.8400277861,8.10812205291968E-08,0.6611383692
355,0.8839554489,0.9999999673,0.0612154767,0.9001738639
356,0.9355867259,0.998294626,0.9769522345,0.9993273262
357,0.9654238181,0.9984347949,1.79704684225999E-07,0.6567392283
358,0.9954704084,0.9999971776,0.9999212966,0.7723843308
359,0.788170789,2.03376681496532E-06,0.9443479008,0.672439996
360,0.851178158,0.8254482799,0.9792491039,0.9329420411
361,0.1984528022,0.0412214639,0.0622771616,0.3643287261
362,0.9372061918,0.9985441281,0.9999145556,0.7561993687
363,0.8040536951,0.9377930945,0.9999143284,0.9160583019
364,0.9004136091,0.9618355972,0.9999999999,0.8607374566
365,0.9222984218,0.8484860306,0.9569830602,0.959936433
366,0.7947025892,0.8221814825,0.9999999999,0.259553859
367,0.948383946,0.0384213164,0.9558698668,0.9573935629
368,0.1855801905,0.0439632325,0.9774232426,0.0106808112
369,0.8119402614,0.8379176666,0.0673631574,0.1644831711
370,0.6848207845,4.15479519941051E-06,0.9801236546,0.7653241609
371,0.9291731422,0.9606405879,0.0348734603,0.999323457
372,0.9602473086,0.9982184589,0.9999636387,0.938488681
373,0.7916100821,0.8172217925,0.0645521004,0.9994999255
374,0.5844085671,0.160304041,0.9999999999,0.6908677583
375,0.4483453648,0.0003716565,0.9598981255,0.1897152239
376,0.7918844384,2.85869518466928E-06,0.0644606666,0.7582433202
377,0.9453277621,0.0002905069,0.9583925936,0.0347598895
378,0.1839419026,0.881079013,0.0338409069,0.8797999512
379,0.084275653,0.9999999718,0.9564483271,0.9940032767
380,0.8076321333,0.0365624125,0.9883992888,0.7255863248
381,0.0024136314,0.9721628105,0.9750561543,0.0031631843
382,0.7924000271,0.1063890673,0.9999999999,0.0018746829
383,0.9995075957,0.0002638763,0.9468360893,0.2229248843
384,0.4385624239,0.9662375962,4.48378539141099E-05,0.68576153
385,0.0015050503,0.8319846184,0.0506809582,0.1589311302
386,0.0030193145,2.67517294013242E-06,0.0619816715,0.0231158476
387,0.7090177466,0.9566366793,0.9999283152,0.9016193547
388,0.0140863399,0.8497609925,0.0624948978,0.9262313715
389,0.7145873398,0.9999999676,0.9913284454,0.9705780757
390,0.9233857034,0.9531547725,0.9748521047,0.8127837493
391,0.1137420076,0.00048079,0.9919302312,0.7727055499
392,0.4096977941,0.998619812,0.9999649844,0.8743033998
393,0.879327808,0.0002843938,0.9532349278,0.9614306107
394,0.8514097729,2.50906924240694E-06,0.9770727813,0.7641401345
395,0.0240580502,3.4127182009494E-06,0.000055249,0.0018231558
396,0.793797038,0.9370373101,0.06325552,0.7529912669
397,0.9145479386,0.9984331728,0.991484103,0.7721544703
398,0.9288515069,0.0003151766,0.9999999999,0.9265948199
399,0.9954694295,0.048967236,0.0644910089,0.9952757809
400,0.1189987917,0.000002787,8.45833503176315E-08,0.7540258203
401,0.7418959851,0.1645357618,9.21594839766428E-08,0.0346457305
402,0.9538080056,0.9985332159,0.9999229363,0.7547080431
403,0.8628777449,2.75576763723219E-06,0.955522015,0.020408382
404,0.0035339762,0.9298898458,0.9898316965,0.2293963613
405,0.0037506838,0.999995939,0.999929361,0.0143580349
406,0.6309969776,0.9982518523,0.9999999999,0.943329578
407,0.7924011003,0.4064114827,0.064389441,0.7550273315
408,0.0033142639,0.8238961611,0.9909409306,0.2116261539
409,0.9994379958,0.9993459534,8.76312066370622E-08,0.9149924192
410,0.0020650622,0.0003750486,0.0001063404,0.8091649802
411,0.8847505415,0.8407369619,8.64997184102956E-08,0.0193410906
412,0.1920400601,0.9995731108,0.999925334,0.923509631
413,0.0323570609,0.0596167087,0.9788722149,0.8041805769
414,0.9489354627,6.95121295377058E-06,6.57709922825259E-08,0.9627581058
415,0.2309913444,0.9982571005,0.9999999999,0.353835704
416,0.9948236862,0.9999935303,0.999958436,0.9294412709
417,0.0192802538,0.000004073,0.032304787,0.0022810492
418,0.5501287918,0.8254324191,0.9924067188,0.717956861
419,0.0036181888,0.0451872418,0.9914185401,0.9095946823
420,0.6998807536,0.9641089877,0.9999261535,0.6325185065
421,0.9590409339,0.0006546054,0.9999287334,0.9464004391
422,0.8930646364,0.0004816327,0.9891302174,0.3541812725
423,0.8652620606,0.998529389,0.9999999347,0.7542697695
424,0.7678497637,0.9283583611,0.9828602856,0.1782960949
425,0.8934854201,0.8688677463,0.9912240137,0.029440278
426,0.7132878554,0.0003102321,0.977028745,0.7074283708
427,0.9525033963,0.0003212891,0.9999446053,0.2225480838
428,0.9448765045,0.9999999687,0.9550104233,0.8939459175
429,0.0023117927,0.9995463636,0.0268103806,0.0143348268
430,0.0019170031,0.9551155714,0.9575585133,0.1554921127
431,0.2210501514,0.9627033223,0.9764934376,0.1502397208
432,0.9696035861,3.23976543536692E-06,0.9999122606,0.7119119093
433,0.2206876061,0.9999965705,0.9558826983,0.8282117875
434,0.7758204793,0.9682464075,8.81900808642745E-08,0.0038331219
435,0.002489682,0.23168682,0.0637802501,0.1132395713
436,0.509564269,2.38415717385348E-06,0.9999483001,0.0778064408
437,0.7916050021,2.0214164152475E-05,5.58203832739047E-05,0.2275998039
438,0.0895857608,0.9985875292,7.79008039485621E-08,0.9102332513
439,0.7309639647,0.9487839847,0.9822042923,0.9944036815
440,0.0329536632,0.0805865049,0.9813584161,0.2681157935
441,0.4084112977,0.9080463533,0.0583262755,0.002873768
442,0.7907995698,0.000002304,0.000064516,0.0826346394
443,0.9356840017,0.000002958,0.9574188685,0.0011128639
444,0.8875531305,0.0641301325,0.9999999395,0.8850815882
445,0.0021226816,0.9888237533,0.957636559,0.0020232341
446,0.9537185437,0.9386640101,0.9999306294,0.429804676
447,0.631494942,2.42006665023371E-06,0.9999229913,0.2300187905
448,0.8507276024,2.40279249194616E-06,0.9999258997,0.6872011795
449,0.794749496,0.9530300286,9.19477077213947E-08,0.0033212463
450,0.7857913487,0.9981911093,0.9760664314,0.6853382589
451,0.804618145,0.9987717076,0.999927294,0.00285588
452,0.8119057413,0.8024595978,7.48854439401476E-08,0.972566215
453,0.2248510122,2.46818299579448E-06,0.000057234,0.0204137199
454,0.1691673581,0.9989662739,0.9587316585,0.9509890277
