,S1,S2,S3,S4
455,0.0228881836,2.76749704516713E-06,0.9778201258,0.9993276475
456,0.0026764716,0.9398425313,0.9999338539,0.0010639167
457,0.9423022833,0.8844002499,5.59061245868081E-05,0.769028043
458,0.6983108257,0.0983193234,9.22524237332986E-08,0.1499755612
459,0.0213701424,0.999566334,0.0626131878,0.9632519578
460,0.7231185533,0.9990325208,0.9999999394,0.1780037828
461,0.3098617241,0.8562300572,0.9999632986,0.7255762662
462,0.0193229139,0.9521764171,0.989868522,0.6675649568
463,0.4089393047,0.1427516144,0.0340542956,0.4319906555
464,0.15708939,0.8817612954,0.9917027863,0.9244618449
465,0.8116918527,0.9011609866,0.9999615377,0.9449623569
466,0.2540409361,3.62268239357839E-06,0.999999936,0.1487199142
467,0.8049252257,0.0333216443,0.9806561186,0.9940045019
468,0.999427001,0.9558199841,0.9999191683,0.7771083846
469,0.2347222417,0.999996699,0.000053274,0.0040007473
470,0.0023656419,0.9388771153,0.9573005329,0.2451515598
471,0.4765818342,0.9987652403,0.0331641558,0.003857696
472,0.0312694971,0.9985212448,0.9999224683,0.6773686476
473,0.1673031558,0.8061705737,0.9679708048,0.7621222284
474,0.7908495917,0.9628491978,9.17645966600248E-08,0.8617598278
475,0.0218230966,0.0003201735,8.46184252318007E-08,0.941648407
476,0.728391517,0.9988411947,0.9999999416,0.0263216636
477,0.0015751122,0.8792474527,8.72397349522617E-08,0.9612650733
478,0.2308211478,3.86889280786112E-06,0.9999999999,0.9195567492
479,0.7939059698,0.000002903,1.65086395003885E-07,0.9585084102
480,0.8505875576,0.0010004926,0.0558557175,0.1413523249
481,0.7912795277,2.34346763492418E-06,5.32438712493924E-05,0.2087356284
482,0.789290333,0.0002884912,0.9577849969,0.1907087444
483,0.9994259379,0.8054163046,0.0662019608,0.8564928577
484,0.0308509677,0.0339300066,0.9911150463,0.2587179054
485,0.0189338972,0.9474434952,0.9567454686,0.6333460498
486,0.6952356867,0.0544381822,0.9999634283,0.9484719894
487,0.1857361144,0.8312731174,0.9525230205,0.6580176583
488,0.9996281824,1.97117132284844E-06,6.0035758666307E-05,0.9479119248
489,0.1168980086,0.9984460839,0.0622973438,0.9224654503
490,0.0015545719,0.965297317,0.999929696,0.0024476888
491,0.7600665804,0.9703753404,0.9740822175,0.0208755116
492,0.0277871154,0.9985263303,0.0578017917,0.6688235814
493,0.0297512669,2.71571325430811E-06,5.58644474645528E-05,0.8238276167
494,0.9996865633,0.9983228293,0.9999565562,0.0021900292
495,0.9366930443,0.0003860003,0.976295818,0.8956537249
496,0.1991441086,0.9982382317,0.95355044,0.6300444253
497,0.7748987712,0.069430287,0.0355724682,0.7189934621
498,0.1365211122,0.9999961094,0.0671486888,0.0137432813
499,0.7912708731,0.820073284,0.9999999999,0.001084177
500,0.999503045,2.21707655495103E-06,0.9747326962,0.8366747526
501,0.0250260174,0.998608019,0.9884857492,0.6730523503
502,0.2748167647,0.0391985555,0.0349360489,0.9993741244
503,0.0304589367,0.9983219775,0.9904671735,0.2051703945
504,0.6638613369,0.8765948854,0.9999629433,0.0023974025
505,0.0024900756,0.9466362425,5.08246160719591E-05,0.6628164781
506,0.4526008921,0.0004027312,0.0240149821,0.0038804901
507,0.7919622626,0.9625838224,0.9999999999,0.1948962304
508,0.7614151428,0.0004043807,0.9896458149,0.1989540679
509,0.0033379966,0.1279358366,0.026980433,0.0301198945
510,0.9518405251,0.1202534927,0.9999999365,0.9553354357
511,0.0034603238,0.000002457,0.060988899,0.8286234063
512,0.9098828841,0.0537311656,0.9999590937,0.7756750776
513,0.7956618943,2.09094737809066E-06,0.974584828,0.0034992191
514,0.8958642637,0.9999969398,0.0602940982,0.2177854581
515,0.99947996,0.9982750002,0.9999168007,0.6314306171
516,0.0231520344,0.0014625659,0.9999999999,0.9250264452
517,0.411461383,0.0003249431,0.9876908142,0.9054856219
518,0.0289075533,0.1100594016,0.9999999999,0.7740292604
519,0.002821739,0.99951432,0.9999237145,0.00209541
520,0.2127183603,0.9999999699,0.0623759148,0.9278034879
521,0.0011631059,0.9547130792,0.9738809387,0.759748281
522,0.9327568758,0.9746868253,0.0619417486,0.7713267294
523,0.9901402383,0.0003571597,0.0659435872,0.6315555889
524,0.4275812586,0.9999972004,0.0351171114,0.0023639977
525,0.1997571569,0.9999964109,0.9778844242,0.9373038737
526,0.9029979228,0.0329443764,0.000051852,0.9943633409
527,0.883982992,0.998389766,5.4410442303099E-05,0.0200794709
528,0.9970903444,0.9999964711,0.032485808,0.6508374266
529,0.7887061556,0.9989781876,0.869761368,0.2631353593
530,0.7922670343,0.9513021533,0.9729546172,0.7717905123
531,0.0213718284,0.0003980571,0.9999999999,0.9434482277
532,0.0026936059,0.8391272528,0.9999622258,0.0032077342
533,0.0826852699,0.998439775,0.9999624799,0.0021347838
534,0.0336611357,0.8279118977,5.29878450873269E-05,0.6561346924
535,0.1765180796,2.49374387920524E-06,0.99999994,0.0792587065
536,0.0025333524,0.9400036566,0.9489192791,0.0016108944
537,0.939496091,0.117633655,0.9907561944,0.9944122434
538,0.7854919792,0.0632505416,0.062138843,0.1564999877
539,0.2728898486,0.035553212,0.999933877,0.8748153346
540,0.9190956769,0.0005377773,0.056272559,0.8390812609
541,0.9668256025,0.0002958123,9.21963673632066E-08,0.9387735443
542,0.6210845754,0.104266762,0.9999999404,0.0311008157
543,0.2075656007,0.9999958411,0.9999999999,0.6654309555
544,0.8860974882,2.52089524725881E-06,0.9999589796,0.0018376213
545,0.7922164204,0.0572224304,9.01554714002549E-08,0.9111327294
546,0.6185047219,0.9338481653,0.9889934066,0.9220389723
547,0.0442637824,0.1109829496,0.9999586919,0.9269649032
548,0.1513814237,0.829496126,0.9799397162,0.0309286506
549,0.7910388525,0.9426016983,0.9999635504,0.009429099
550,0.0292736727,0.8831670681,0.9999999999,0.0024430492
551,0.934073885,0.9999963069,0.000046914,0.2558333868
552,0.651330681,0.0371667064,0.9999999369,0.0031880478
553,0.2012784143,0.9160989756,0.9999999999,0.9602323995
554,0.1555654975,0.0004010882,0.9999999391,0.9420881608
555,0.9428065941,0.877016949,0.9795531077,0.3621170202
556,0.2433955897,0.1101070507,0.9760603653,0.1876503757
557,0.0022004994,0.999999967,5.72179264588736E-05,0.0035669106
558,0.6625714605,0.0331817057,0.999928915,0.7240305218
559,0.9632136729,0.9993349684,0.9894661379,0.719122616
560,0.5077936404,0.9999970598,8.94231853445233E-08,0.7556188214
561,0.8123533918,0.0532044026,0.999916737,0.9606904508
562,0.1472493367,2.89037849334927E-06,0.9999999999,0.9179121649
563,0.9544495225,0.8227523013,0.9909104212,0.7569352052
564,0.8074336475,0.8929966692,0.9999613786,0.0354830517
565,0.1981745818,0.000550436,0.9999622465,0.0022511952
566,0.0030022588,0.836616941,0.9999999999,0.8326036465
567,0.0034842978,0.9531652891,0.03453087,0.8777794128
568,0.0024959161,0.0520003595,0.9999999384,0.9228418528
569,0.4461308895,0.0003654029,0.9580564109,0.963189145
570,0.8117614583,0.9989314363,8.79471333234024E-08,0.0028552129
571,0.999479377,0.0004563397,0.9904895883,0.7551868665
572,0.2001140035,0.8494766241,0.9999633065,0.0022769469
573,0.0035111564,0.8445515708,0.9999542348,0.6320378736
574,0.8991307756,0.037810953,0.058075106,0.0331646574
575,0.1611982841,0.9426309876,0.9999999355,0.2174899358
576,0.9488305757,2.70078433908679E-06,0.9999275852,0.1553683632
577,0.8644661114,2.2896729233953E-06,8.38062332324437E-08,0.0248526469
578,0.9601416186,2.58980017654455E-06,5.89771766507807E-05,0.0022086795
579,0.9324456708,0.9983901189,0.9887436429,0.4417960105
580,0.2583278096,0.9981310501,0.0592795084,0.8782395723
581,0.7882468696,0.037576657,0.9999999419,0.1633284299
582,0.7509732676,0.9999999646,0.9784243414,0.0031232233
583,0.8856617442,2.21959920804104E-06,0.9999626888,0.002159344
584,0.401745771,0.9995242036,9.21348427581548E-08,0.9381713122
585,0.7854542986,0.999633622,0.999958391,0.7536526504
586,0.9543954695,0.9361423389,0.9999999999,0.1414245493
587,0.6766161233,3.85359615072208E-06,0.9999273124,0.6087799729
588,0.137085979,0.9638891056,0.0598037196,0.8675926758
589,0.0010672435,0.9527175172,0.9999999413,0.9618328758
590,0.7892374622,0.1886839723,0.9836330308,0.9637288162
591,0.7944978738,0.9989621373,0.9999999999,0.6594762496
592,0.4105852517,2.46250554794883E-06,0.9999999376,0.0325776348
593,0.7372305503,4.65543515171827E-06,0.0651041288,0.7986602305
594,0.8514980693,0.9669240103,0.9790266043,0.9993475572
595,0.6992053378,0.0003180627,0.8659119434,0.9054443396
596,0.7914512749,0.999139401,4.9015227925025E-05,0.9460422853
597,0.3050176981,0.8732847549,0.9999634953,0.0024057695
598,0.0010798541,0.000003656,0.9750273331,0.9389048484
599,0.0170675257,3.75523295527563E-06,0.0580139568,0.1155972486
600,0.2219639876,0.000485947,0.9567483216,0.730766769
601,0.9469067291,0.0003796161,0.9999999999,0.0140270547
602,0.0021528602,0.0357039142,0.0325836702,0.672622403
603,0.6355129164,0.0381484619,0.9788503753,0.2282610001
604,0.9994375853,0.0017354671,0.9999249564,0.7565064812
605,0.2497409779,0.9993724063,0.9844244822,0.7576121754
606,0.0025711656,0.0548437714,0.9591198049,0.9343641244
607,0.5071703,0.8810547415,0.9710157848,0.9516346922
608,0.4062430443,0.9999974278,0.0346451399,0.1237799772
609,0.0318392416,0.8341554435,0.9842504921,0.9103181734
610,0.8121888425,0.0002917001,0.9734460224,0.9942980312
611,0.0302927844,0.057352556,4.68931879285428E-05,0.7524462542
612,0.7933559882,0.053414135,0.9999353625,0.0361796375
613,0.7914196868,0.999996167,5.1531830984311E-05,0.1312929838
614,0.1552158302,3.76115813553865E-06,0.9999999999,0.0172289419
615,0.7914516286,0.999996339,0.999924734,0.5447392684
616,0.5833785773,0.00046468,0.9999999999,0.4409851329
617,0.7959068044,0.9413419752,0.9999309672,0.9456669134
618,0.6471246779,0.0592478934,0.9771502399,0.9995751524
619,0.8646672737,0.1917857145,0.9999590612,0.0026466003
620,0.0020106157,0.1265304691,0.9783515782,0.8722584604
621,0.7959752213,0.0003462499,0.9767803723,0.0027280805
622,0.608173993,0.8308795658,0.0333103233,0.0342939185
623,0.88586073,0.9983301421,0.9999999404,0.7749158048
624,0.8061970703,0.9190985777,0.9999587002,0.0010099336
625,0.7937565737,0.9695570003,9.8745129370711E-08,0.8071748608
626,0.7936765231,0.8471318208,0.0347640558,0.7256931959
627,0.9044467393,0.9402515506,9.9202661945585E-08,0.0030570735
628,0.2187379828,2.43035044811258E-06,0.969029099,0.8721004195
629,0.0025646575,0.0003192967,1.93093971265526E-07,0.0319263318
630,0.9995053181,0.0451550729,8.96618133950058E-08,0.7330575585
631,0.7902199038,4.2578665117275E-06,0.0593774466,0.0208260768
632,0.0034191525,0.0369279581,0.9799426939,0.1903816491
633,0.9952576931,0.9999999687,0.9999999999,0.0199403865
634,0.9995054107,0.0002198644,8.46065341743575E-08,0.9410481931
635,0.0017959619,2.224357098631E-06,0.0634137963,0.0331780636
636,0.6199130412,0.0004599447,0.0605211761,0.0794858513
637,0.9954804953,0.0607135076,0.9999230451,0.8168907652
638,0.0025015068,0.9999963147,0.0583066106,0.718059946
639,0.9621186403,0.9999965975,0.9999999999,0.7162955466
640,0.6987942937,0.0392116812,0.9779174379,0.722917156
641,0.2129814628,0.0003962614,0.9582631776,0.9959086209
642,0.9323755916,2.38052796255354E-06,0.9851488445,0.4512973366
643,0.1463937346,0.0003244836,0.9411248301,0.9954367606
644,0.9273468818,0.9554070037,0.9494615538,0.3476585075
645,0.0010146857,0.9502087894,0.026807803,0.6617824203
646,0.8513957099,0.8283736191,0.9556418812,0.6604340508
647,0.9607630694,0.8337412053,0.9999999408,0.0267940357
648,0.0156050472,2.92272354414865E-06,5.05243074869759E-05,0.894398689
649,0.0010291505,0.0003560565,5.82636216590808E-05,0.1334733667
650,0.0335244555,2.64123470481334E-06,0.9999999999,0.9603783072
651,0.9949448969,0.0448329286,0.9999197039,0.9993020558
652,0.9635418038,0.8439467261,0.9999609175,0.0792784853
653,0.9290069678,0.0002683657,0.9999999404,0.7774837202
654,0.722490678,0.0003360146,0.9999071157,0.0172672754
655,0.812020451,0.8809148909,0.0377980883,0.2278830433
656,0.9951192998,0.0555694164,0.9864098199,0.2200322722
657,0.9994345694,0.9988003673,0.9543404498,0.7724595583
658,0.7395845117,0.0005033339,0.9773702219,0.9217631385
659,0.1454090204,0.0002693399,0.9999999999,0.6195433639
660,0.2205449912,0.8293017548,0.9999632574,0.0010612485
661,0.0039588124,0.9665434504,8.2063320074982E-08,0.6286249707
662,0.9170766458,0.9995161844,0.9772107688,0.9147443033
663,0.929267954,0.8881918459,1.64883458163741E-05,0.7716754445
664,0.1987502461,0.9999959827,0.976491111,0.1754678878
665,0.9966172981,0.9473718176,0.0350517643,0.813937351
666,0.2147099466,0.9704779112,0.9999564137,0.9626812394
667,0.9636112495,0.0425186415,0.0349609126,0.6879809905
668,0.8730825411,2.51024769313572E-06,0.9771675719,0.1787215471
669,0.6050837986,0.0003178611,0.9749050018,0.9993218498
670,0.8121868663,3.46255017949584E-06,5.65904711846654E-05,0.0319209187
671,0.8514674063,0.9983239108,0.9999641419,0.8327931634
672,0.7688053733,2.25730583275873E-06,0.9999999999,0.9235095155
673,0.9551370157,0.0349845429,7.44932351195353E-08,0.0047414963
674,0.7907521705,0.9710658648,5.30581249106597E-05,0.9466063162
675,0.6989011782,0.8298262809,0.9999999999,0.642541029
676,0.0825392238,0.0322589493,0.9999999322,0.8827257017
677,0.0275565996,0.000004164,0.9999569174,0.7505747553
678,0.1804340819,0.9563602133,0.999962676,0.0034281409
679,0.2285839216,0.9994933739,0.991038889,0.9993625327
680,0.6341261481,0.8703548629,0.0569105192,0.9360716697
681,0.0017038073,0.0003170794,0.0635529828,0.7490471011
682,0.8849846128,0.0004632906,0.0631760389,0.9135009209
683,0.1924526681,0.0394731841,0.9896295502,0.956550482
684,0.1572691212,0.0004624148,0.0640896388,0.0204873037
685,0.0259260968,0.9396895539,0.9999278182,0.0316621917
686,0.0025775486,2.37780522713407E-06,5.47353565505831E-05,0.001043814
687,0.0341691523,0.0606800574,0.9999624242,0.830942672
688,0.0038051387,0.9983034649,8.63250200669136E-08,0.001817095
689,0.917143257,0.9529936625,1.5477648494451E-07,0.9255621063
690,0.7892721702,0.9985616055,0.9999999999,0.0036055338
691,0.7628489126,2.16216122701744E-06,0.9771535347,0.8689292249
692,0.9954699651,0.9545162476,0.9777118407,0.675697746
693,0.7950822489,2.90014193233102E-06,0.9999605988,0.9244316266
694,0.2013389688,0.9989375019,0.9874940639,0.0207705282
695,0.6982047278,0.9607572699,0.9999999999,0.9424923578
696,0.4615483026,0.8129893543,1.15864529411709E-07,0.1938809151
697,0.1577375687,2.48557491912633E-06,0.9999999999,0.999304324
698,0.9320363203,0.0773409403,0.9766086418,0.6681025279
699,0.9457265405,0.961574175,0.9568947044,0.6333167665
700,0.4022540172,0.8195746791,0.9785265845,0.7257582732
701,0.1638368072,0.8344757395,0.9999298749,0.7525857461
702,0.0033458422,0.0382716667,0.0628972872,0.1811770455
703,0.9552417759,0.9999968247,0.0186804632,0.0829606587
704,0.1526799188,2.12016186112974E-06,0.9999999999,0.6476007502
705,0.031713354,0.9545677997,0.9999209942,0.9993639169
706,0.8326778291,2.11628037301514E-06,7.29273096561144E-08,0.0025014925
707,0.782888292,0.9999962917,0.0480307781,0.2425216605
708,0.9681609747,0.0005113749,0.9999277914,0.0025979746
709,0.9693743244,0.0003829062,0.9444990888,0.0209278886
710,0.7970968051,0.9985304434,0.0301935191,0.6831874423
711,0.9403392731,0.0003369454,0.9999563895,0.931032721
712,0.0027759761,0.0002855838,0.9727910991,0.6328708643
713,0.427447492,0.0648904807,0.999999934,0.7272246463
714,0.9658548358,0.0002891549,0.9999999999,0.0220766745
715,0.8122727537,0.0349714151,0.9596835646,0.5461971709
716,0.0015484913,0.9999999403,0.9920915158,0.7716537143
717,0.8435384043,0.99862708,8.63871708062663E-08,0.7322063262
718,0.7865084268,0.884935828,0.9999799001,0.9391359752
719,0.9994353903,0.9705934054,5.86104447748122E-05,0.6166661858
720,0.9414787247,0.807062903,4.52312174906548E-05,0.4405618038
721,0.9965644818,2.01329263347006E-06,0.9999999411,0.7284381195
722,0.9469678186,0.8257992432,4.53254918820584E-05,0.0227320762
723,0.9741814195,0.000005045,8.64273486296201E-08,0.0031467064
724,0.7878107858,0.9406285169,9.25812284790087E-08,0.9482962257
725,0.0031697457,0.1965736663,0.0587226992,0.0038053351
726,0.9577686626,0.0003096621,4.84405889795919E-05,0.1806464242
727,0.9995070283,0.9445259758,0.9545465612,0.3565671155
728,0.9309903308,0.9989954223,8.64111428090294E-08,0.3484267204
729,0.6659323322,0.837519448,0.9999103651,0.1704355248
730,0.0024417188,2.95442167260288E-06,0.9911369427,0.153267544
731,0.0217732434,0.940436115,0.9729044412,0.6807552879
732,0.6067328912,0.9778644775,5.56327882716445E-05,0.9449134476
733,0.8797744968,0.9984975919,0.999915334,0.7490431065
734,0.4113340866,0.973996913,0.0576470659,0.7397029248
735,0.220863039,0.8200405283,0.9999333937,0.996053828
736,0.0034068589,0.0348145394,6.89235283136489E-08,0.00263746
737,0.9954766941,0.0589343587,5.65301315724524E-05,0.9481834035
738,0.0015728136,0.9507620076,8.90673729121322E-08,0.8056221516
739,0.1759015205,0.9984039962,0.033769207,0.7555103303
740,0.8981849855,0.9395914013,0.999929925,0.8736245676
741,0.870121274,0.9983875194,0.9759306923,0.8827864307
742,0.9414995889,0.0380393391,0.9834948265,0.0028624508
743,0.406851713,2.0932344204421E-06,0.9760954609,0.7368742505
744,0.8517446172,0.0003378501,0.0641189361,0.1865004899
745,0.2134126261,0.0004598233,8.24928330953286E-08,0.0024277819
746,0.9496463244,0.0002502851,8.68331400634403E-08,0.7762315621
747,0.0022268761,4.1494756883972E-06,0.999923101,0.419503867
748,0.0032546157,0.8574217731,9.36632281305845E-08,0.7723012351
749,0.812354833,3.77181076055986E-06,0.9999600901,0.8680251434
750,0.8026104901,2.61266560081049E-06,0.0594434989,0.8749995049
751,0.8619187212,0.0442893165,0.9999622187,0.9453736988
752,0.6393501407,0.0361355293,9.3124179054735E-08,0.1954422572
753,0.1840705352,0.0004596698,0.9999999362,0.7039509942
754,0.1573384265,0.9982277566,0.9734514873,0.7085366062
755,0.0010758678,0.8667667776,0.0340722578,0.7670976561
756,0.9516939589,0.9633242669,0.9999629214,0.2628533163
757,0.0020113031,0.0003175365,0.000050955,0.1548950229
758,0.6984994764,0.0449124718,0.9999265098,0.937176676
759,0.9994257695,0.0003661922,8.8063199880187E-08,0.2389407402
760,0.2205825221,0.9490761132,0.9999596604,0.0333086894
761,0.1581721361,0.9521034579,0.9894806041,0.0030111944
762,0.9417908158,0.1267452323,0.9759012145,0.8951525744
763,0.2210488769,0.8384476699,6.30642914068468E-05,0.0020599315
764,0.6217448972,0.9982085302,0.9892311951,0.0227046452
765,0.4543519579,2.13239148939813E-06,0.9441273857,0.9159950039
766,0.9949169408,0.9990384795,0.0355013566,0.7581635945
767,0.0022805748,2.64493981635535E-06,0.9999999367,0.0315123943
768,0.9576132737,0.0794354971,0.9999999301,0.878735192
769,0.9614015289,0.9995085435,5.62353363067733E-05,0.7537532364
770,0.0095496146,0.0003032202,0.9564951124,0.5329569674
771,0.0191975815,0.8166997809,0.9761106774,0.1458440053
772,0.27578141,0.9404064748,0.9580091036,0.0026939827
773,0.1488957345,0.79025766,0.9999609569,0.003357466
774,0.8746516078,0.9502219672,0.000000093,0.0786005805
775,0.0023550114,0.9999999714,0.000000078,0.5658171287
776,0.0307650352,0.9381480673,5.49827277664873E-05,0.7627272087
777,0.9155456923,0.000411813,0.9564637704,0.927982051
778,0.0021562402,4.4788159666786E-06,0.9999298761,0.0275380293
779,0.9526971029,0.0406594195,0.9999024719,0.1641668975
780,0.6884467839,0.9987333995,0.9999267922,0.5198051012
781,0.9193883218,0.9984654201,0.9999607726,0.8491903892
782,0.8514604726,0.9999960977,0.9539645174,0.0019312112
783,0.705545617,0.0004323523,5.27034177221819E-05,0.2485936414
784,0.6981286487,0.0387011783,0.0336140504,0.884769145
785,0.9298092869,0.8213043764,7.68926616414578E-05,0.9504892322
786,0.0025781187,0.0004600297,5.12031079992537E-05,0.9437926805
787,0.9199573381,0.0546936085,0.9903424233,0.3785939038
788,0.8584099413,0.9520656791,0.9466052715,0.9444097969
789,0.0033870611,0.9983946966,4.88270654030938E-05,0.1213513915
790,0.9169644408,0.956744465,0.9999284606,0.0328341319
791,0.1480040079,0.8894667033,0.0403174071,0.1701801391
792,0.0015496295,0.9713317516,0.03406945,0.0093259109
793,0.0015451527,2.38586517696015E-06,9.25276778737726E-08,0.8810099458
794,0.6738479788,0.000811597,0.061485685,0.7302171932
795,0.7935544874,0.8454756248,0.0290097304,0.1153769914
796,0.8900265943,0.9984976178,5.96372158340055E-05,0.9441400806
797,0.1895190219,0.8202191547,9.0308086721298E-08,0.9463125922
798,0.4386988021,0.9434922879,0.9999580225,0.9612106864
799,0.8625686242,0.0302997757,0.9564351553,0.7642900335
800,0.9574465707,0.0445189627,8.78823997964288E-08,0.873798655
801,0.6635688239,0.0003241386,0.0247782096,0.663801997
802,0.8799752963,0.0004389592,0.9769641949,0.773348007
803,0.752528573,0.998444795,0.9999999999,0.2237039874
804,0.7434085244,0.0003269591,0.0315370303,0.6684517398
805,0.9650236431,0.9600625433,7.65239243986229E-08,0.7434585763
806,0.0217697992,0.9537579615,0.000000087,0.0093478771
807,0.922153593,0.9695958047,9.4738386160815E-08,0.7609319224
808,0.9949254918,0.0319360104,0.999961679,0.2361924388
809,0.931968626,0.0376681006,0.9999999999,0.7882712171
810,0.0028506429,0.9405886483,9.73989626117864E-08,0.1761996028
811,0.0015190091,0.9983398064,0.0286005157,0.4426106536
812,0.0028182876,0.9999999677,0.9885261861,0.7403785082
813,0.0292068612,0.9999957842,0.9744268126,0.7553881734
814,0.9200323883,0.0002273515,0.9810227228,0.8367435799
815,0.88725855,0.1200652349,0.9999154092,0.0172811594
816,0.9994784743,0.0003221681,0.9462806345,0.7663233291
817,0.2207174872,0.8799272785,8.76679127979458E-08,0.3750722302
818,0.6338264691,0.0004188204,0.9999999409,0.0098681182
819,0.0142503371,0.0005760144,0.9999215219,0.0218308106
820,0.9414390884,1.88977383452103E-06,0.9907652482,0.8277408009
821,0.9631584783,0.0003081027,0.9999582458,0.8409893587
822,0.5412766396,0.999548555,0.9999999999,0.9392551268
823,0.9402751017,0.9984365844,0.9568363387,0.767769373
824,0.7952678524,0.9993828551,0.984359448,0.9938585823
825,0.9366172569,0.9450826584,0.9999599565,0.7705156733
826,0.956617657,0.8346917211,0.9897120794,0.1344098973
827,0.7934206222,0.9999999695,0.9551381695,0.6857802263
828,0.7905357846,0.0397255342,0.9999999419,0.964372354
829,0.805092646,0.0002701913,0.0365280279,0.7887196729
830,0.7134206728,0.0350884852,0.9766640873,0.7769277152
831,0.8124274679,0.9337279005,0.9896515494,0.1115581932
832,0.9579947855,0.9551139541,1.43585141446146E-07,0.9574533165
833,0.8845256299,0.9111304646,0.0635562373,0.951093777
834,0.9224440007,0.847974804,0.9999999999,0.7959844559
835,0.7274251988,0.000002038,0.9999265541,0.996041138
836,0.031625113,0.000434701,0.9999999315,0.6939413141
837,0.0032056538,0.9990789675,0.9999999368,0.9381879801
838,0.137105237,0.0005031939,0.9525375191,0.4359000528
839,0.966101569,0.837283554,0.9562653687,0.965030594
840,0.9996861378,4.11478278734642E-06,0.957087352,0.7719975814
841,0.7233338704,0.0409208857,0.9999621829,0.7683727975
842,0.7094009278,0.9999999553,0.9999297322,0.9378978652
843,0.7931406281,0.9546208703,8.73907800415721E-08,0.4462795159
844,0.8938007323,0.998939965,0.0484560211,0.8678353808
845,0.7888887789,0.0003293637,0.9999999999,0.368148686
846,0.4268940528,0.9991399313,5.86830672765994E-05,0.353875291
847,0.2198592731,0.8807377347,0.9999204449,0.0022753293
848,0.0877203119,0.8693725866,4.52202479992964E-05,0.7582394989
849,0.9349347447,0.0560987128,0.9773538722,0.0034622935
850,0.1169080753,0.0448155891,0.0349387603,0.0232942373
851,0.6302540116,0.000319617,0.9999282928,0.1759137652
852,0.9413394783,0.9534077446,0.014659449,0.0251491081
853,0.0023928962,4.00475686379E-06,0.959399678,0.0029425583
854,0.9948297564,0.0285507897,0.9769801929,0.0185403788
855,0.9952095737,0.0005474928,0.000102946,0.2215054142
856,0.8419444437,0.8810756648,5.42421523818751E-05,0.1911285962
857,0.2206550941,0.8417451429,0.9999488345,0.0414374175
858,0.9954842573,0.8785976232,0.9999999406,0.9165964087
859,0.9628144078,2.11625446974904E-06,0.9999622011,0.0236616964
860,0.9654954542,0.0404421709,4.65937843385665E-05,0.993875817
861,0.8802657123,0.9400634174,0.999915005,0.0030882005
862,0.8840664155,0.000568698,0.99994761,0.995640091
863,0.0030467417,0.968468805,0.8587488676,0.0172181193
864,0.9949323855,2.52187748946939E-06,0.9999244051,0.6570058842
865,0.8037450983,2.00606953062733E-06,0.9999477971,0.8745745883
866,0.0295990281,0.0403135052,0.9999999999,0.1921511909
867,0.031958292,0.8887605655,0.000053625,0.0340075688
868,0.6207025626,0.1251607729,0.9756737493,0.7454655647
869,0.9403950295,0.1084231213,0.0001089916,0.7819416953
870,0.1960537815,0.0406134208,0.9999271023,0.961137731
871,0.1764780586,0.0004618498,0.0334208815,0.7360400043
872,0.8150844019,0.9988899506,5.82960806106269E-05,0.0193493091
873,0.0204253773,2.32781890319785E-06,0.9799872512,0.9993663518
874,0.8631891027,0.8932995963,0.991617852,0.0012170509
875,0.7122183535,0.1300317106,5.58220511986113E-05,0.6655606804
876,0.9996856712,0.0002818479,0.9834355292,0.1649070208
877,0.0033735582,0.9995014714,0.000000078,0.2071613998
878,0.0010121279,0.9604576619,0.9766017112,0.1674076301
879,0.8122566792,0.0005693401,0.9766734923,0.9462956284
880,0.020223278,0.8551317077,0.9774384952,0.7525557299
881,0.0820075828,0.8949430408,0.0313890753,0.9347789684
882,0.0197086042,0.8321874856,8.24809882260401E-08,0.2422519632
883,0.9994200025,0.999213081,0.9999613845,0.8097664995
884,0.0200867502,0.9983650113,0.9420599529,0.0035211319
885,0.8925174972,0.8501901539,0.9768169029,0.4327500882
886,0.7757261598,0.0008469404,0.9818754919,0.0018124768
887,0.7908801052,0.0003113061,0.9999999352,0.0024500826
888,0.9619145377,0.9620015624,0.9730937246,0.953146775
889,0.9954898606,2.6966973460478E-06,0.9999595954,0.6838740937
890,0.0180917165,0.9558802066,6.86101621878855E-05,0.7477504466
891,0.9303327562,0.0004575363,0.9999272429,0.7609834699
892,0.7907703432,2.46765241840453E-06,0.0643912178,0.9943611343
893,0.8862539225,0.0552722624,0.9775299313,0.9944036757
894,0.2232151216,0.0774219985,0.9912008185,0.2221057881
895,0.9387757603,0.0400035893,0.9881918124,0.9938788898
896,0.7232074803,0.000002445,0.9999285011,0.7735856451
897,0.4113507744,0.9573863032,0.9551433298,0.7647645017
898,0.8846375867,0.0381692612,0.000000132,0.0271493318
899,0.8782704812,0.0395015808,5.44252537439314E-05,0.8179873249
900,0.1850712261,0.9989502296,0.0354528401,0.035447225
901,0.9616886779,0.9994704792,0.9999999999,0.9993599713
902,0.8778922244,0.0004637902,0.9819613454,0.6860423847
903,0.0016438403,0.9999999726,0.9999309975,0.0026462238
904,0.8647160066,0.8236465363,0.9999999999,0.0035676486
905,0.936784813,0.0003049033,0.9999298363,0.7775582542
906,0.7907153343,0.9063221257,0.9790730838,0.9956460357
907,0.8847370214,0.9990773029,1.51577641658636E-07,0.6530098038
908,0.7896749735,0.9528178829,0.034535228,0.8838864304
